title,article,editor,newssource,commentCount,time,time_now
儿子参与暴力活动被捕 香港单亲妈妈痛斥乱港政客,原标题：儿子参与暴力活动被捕，香港单亲妈妈泣不成声痛斥乱港政客 [环球网报道]香港“修例风波”至今，众多暴徒被捕，其中年轻人众多。2020年元旦当天，又有暴徒因打砸、纵火等违法行为被捕，其中包括单亲妈妈Eva（化名）的儿子。Eva事后到警署外等候被捕儿子获释，泣不成声，她痛斥“泛暴派”政客利用年轻人争选票，令年轻人前途尽毁。 据香港《大公报》5日报道，元旦当晚午夜时分，Eva接到电话，称她19岁的儿子被捕。来电者是Eva儿子的中学老师。几经波折，Eva确认儿子被扣留在北角警署。警察起诉或释放被捕者前，可拘留其48小时，Eva则前往警署外等候。她担心儿子留下刑事案底，那是一世污点。报道称，说到这里，Eva泣不成声。 报道形容，2019年，Eva与儿子的关系如同经历了四季，起初是春天的和睦，夏天则因暴力活动大吵大闹，秋天逐渐互不理睬。如今儿子面临牢狱之灾，正是Eva的冬天。Eva说，若儿子留案底，她真的想死。她质问：母亲可以付出下半生维护儿子，“泛暴派”政客可以吗？ 报道称，Eva对“泛暴派”政客大为不满，痛斥其利用年轻人的前途，做不守法的事，结果换来“泛暴派”政客口中所谓的“未来”和选票，年轻人却失去了自己实实在在的未来。她认为，“泛暴派”政客根本没能力确保游行和平进行以及控制场面，从而导致少部分人连累大部分人。 香港发生的一系列暴力冲突导致无数家庭受到影响，不只Eva，还有很多妈妈为其子女忧心。《大公报》提及，一位妈妈得悉儿子在元旦游行中被捕后，在网上发文说，一早已向儿子表明，若他参与违法暴力，绝不会去保释。她现在虽然很心痛，但要说到做到，不能再做坏规矩、纵容犯罪，希望法律能好好管教儿子。 还有出租车司机表示，曾有一位妈妈乘客向他哭诉，无法劝阻子女到“前线”参与暴力活动，日日忧心子女受伤流血、被捕坐牢。《大公报》称，而最令父母们绝望的，或许是当子女沦为炮灰，在“泛暴派”政客眼中失去剩余价值，便被“用完即弃”。 1日当晚，香港高级警司吴乐俊曾表示，警方1日共拘捕400人，涉及非法集结及藏有攻击性武器等，而拘捕行动仍在进行中。香港《东方日报》1日曾称，2020年是关系香港生死存亡的一年，前方充满障碍，便要披荆斩棘，不能向暴力投降，“为了香港的将来，为了整个民族的利益，香港不能再乱下去，暴乱必须尽快解决，这也是大部分香港人今年的新年愿望”。,张义凌 ,环球网,1189,2020年01月05日 15:26,1578289038.6135607
朱立伦喊话集中投韩国瑜:分散选票就是便宜民进党,原标题：朱立伦喊话集中投票韩国瑜：分散选票就是便宜民进党 中国台湾网1月5日讯　据台湾“中时电子报”报道，2020选战倒数不到一个礼拜，国民党2020候选人韩国瑜竞选总部主委朱立伦，5日“超级星期天”辅选第一站来到基隆市，为国民党籍基隆市“立委”候选人宋玮莉站台。 朱立伦表示，宋玮莉非常努力且脚踏实地的为民众争取福祉。若是在这个关键时刻“分散选票，就是便宜了民进党”。朱立伦指出，基隆要胜选最关键的因素是团结，台湾地区领导人选票团结支持韩国瑜、“立委”选票团结支持宋玮莉。 朱立伦强调，大家团结一心把选票集中在一起，支持国民党所推派出来的候选人，以大局为重、集中选票，这些关键席次一定没有问题。（中国台湾网 刘洪羊）,刘德宾 SN222,中国台湾网,1245,2020年01月05日 15:19,1578289059.8237736
引以为戒 2019年落马中管干部都存在这两个问题,原标题：引以为戒！2019年落马中管干部的共同问题 1月5日，中央纪委国家监委网站发布快评《坚决清除两面人、两面派》，指出：2019年中央纪委国家监委立案审查调查的中管干部，无一例外都存在“七个有之”和“两面人”问题。 长安街知事（微信ID：Capitalnews）注意到，2019年1至11月，中央纪委国家监委立案审查调查中管干部42人，给予党纪政务处分40人。 “七个有之”，即“一些人无视党的政治纪律和政治规矩，为了自己的所谓仕途，为了自己的所谓影响力，搞任人唯亲、排斥异己的有之，搞团团伙伙、拉帮结派的有之，搞匿名诬告、制造谣言的有之，搞收买人心、拉动选票的有之，搞封官许愿、弹冠相庆的有之，搞自行其是、阳奉阴违的有之，搞尾大不掉、妄议中央的也有之。” 快评强调，政治纪律是全党最根本、最重要的纪律，遵守政治纪律是遵守党的全部纪律的基础。 陕西原省委书记赵正永、原副省长陈国强，无视党章党规党纪对遵守政治纪律的要求，对党不忠诚不老实不敬畏，背离了共产党员必须履行的义务。对二人的坚决查处和严肃处理，充分体现了党中央严明党的政治纪律和政治规矩，加强党的政治建设的坚决态度。 一年来，各级纪检监察机关严肃查处政治问题和经济问题交织的腐败案件，坚持首先从政治纪律查起，在审查调查中把违反政治纪律和政治规矩问题作为查处重点，首先看有没有违反政治纪律问题，对有违反政治纪律的优先处置；中央纪委国家监委通报的中管干部被处分消息中，也均将违反政治纪律和政治规矩的问题列在最前面。 1月5日的《陕西日报》报道，日前，陕西省委召开常委会会议，传达中央纪委关于赵正永和陈国强严重违纪违法问题的处理决定。 大家坚决拥护中央给予赵正永开除党籍、给予陈国强开除党籍和公职的处分决定。大家一致表示，一定认清赵正永、陈国强“两面人”、“两面派”的真实面目，把对党绝对忠诚体现在具体行动上，坚决做到“两个维护”，公正用权、谨慎用权、依法用权，干干净净做事、踏踏实实做人，坚决落实好全面从严治党要求，以实际行动营造风清气正的政治生态。 《坚决清除两面人、两面派》全文如下—— 1月4日，中央纪委国家监委网站发布消息，全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永，陕西省政府原党组成员、副省长陈国强二人因严重违纪违法受到严肃处理。 细读处分消息可以看出，对二人的审查调查都是首先从政治纪律查起，对赵正永的处分消息更鲜明指出其是典型的“两面人”、“两面派”。 政治纪律是全党最根本、最重要的纪律，遵守政治纪律是遵守党的全部纪律的基础。党章在党员必须履行的义务中明确规定，自觉遵守党的纪律，首先是党的政治纪律和政治规矩；《关于新形势下党内政治生活的若干准则》对严明党的政治纪律作出具体要求；党纪处分条例在第六章分26条对违反政治纪律的行为作出处分规定。 赵正永、陈国强无视党章党规党纪对遵守政治纪律的要求，对党不忠诚不老实不敬畏，背离了共产党员必须履行的义务。 赵正永作为“党的十八大以来不收敛不收手，问题线索反映集中、群众反映强烈，政治问题和经济问题交织的腐败典型”，陈国强“对党不忠诚不老实，为谋求个人职务晋升大搞政治攀附和人身依附”，对二人的坚决查处和严肃处理，充分体现了党中央严明党的政治纪律和政治规矩，加强党的政治建设的坚决态度。 党的十八大以来，党中央把党的政治建设摆上突出位置，在维护党中央权威和集中统一领导，严明党的政治纪律和政治规矩等方面取得明显成效。 但从现实情况来看，仍有人对政治纪律政治规矩不知敬畏、不守底线，如云光中“政治意识淡漠，对落实党中央决策部署不担当不作为”，秦光荣“公开发表与全面从严治党要求相违背的言论”，孟宏伟“拒不执行党中央决定”……2019年中央纪委国家监委立案审查调查的中管干部，无一例外都存在“七个有之”和“两面人”问题。 十九届中央纪委三次全会要求，增强政治敏锐性和政治鉴别力，进一步针对“七个有之”，严肃查处政治上离心离德、思想上蜕化变质、组织上拉帮结派、行动上阳奉阴违等问题。 一年来，各级纪检监察机关严肃查处政治问题和经济问题交织的腐败案件，坚持首先从政治纪律查起，在审查调查中把违反政治纪律和政治规矩问题作为查处重点，首先看有没有违反政治纪律问题，对有违反政治纪律的优先处置，坚决清除了赵正永、秦光荣等对政治纪律和政治规矩毫无敬畏，对党不忠诚不老实且严重贪腐的两面人、两面派。 中央纪委国家监委通报的中管干部被处分消息中，也均将违反政治纪律和政治规矩的问题列在最前面。 两份被媒体称为“措辞严厉”的处分消息再次表明，纪检监察机关就是要以“四个意识”为标准，以政治纪律为尺子，严肃查处两面人、两面派和有令不行、有禁不止背后的官商勾结、利益输送问题，通过有力有效的政治监督，确保习近平总书记重要指示批示和党中央重大决策部署落地见效；就是要对党的十八大以来不收敛不收手，成为全面从严治党障碍的腐败问题从严查处，以永远在路上的坚定和执着，坚决把反腐败斗争进行到底，使我们党永不变质、永不变色。 来源：中央纪委国家监委网站；作者：薛鹏 ,张义凌 ,长安街知事,272,2020年01月05日 15:09,1578289081.0309868
地方密集披露去年财报 罕见出现同一个特点,原标题：地方密集披露去年财报，罕见出现同一个特点！ 文/陈益刊 财政收支是衡量地方政府经济和财力的关键指标。过去一年地方财政收支形势如何，几个省市近日披露的财报可一窥究竟。 第一财经记者梳理发现，目前在36个省市（自治区、直辖市、计划单列市）中，上海、山东、深圳、辽宁、甘肃、青岛6个省市公布了2019年全年财政收支情况。其中6地收入有一个共性，即收入增长低迷，甚至出现下滑，而大规模减税降费是导致收入低迷的主要原因。 上海2018年地方财政收入居全国第三，山东居第五，两地是名副其实的财政大省，但去年两地财政收入增速均不足1%，十分罕见。 根据官方数据，2019年上海全市地方一般公共预算收入7165.1亿元，比2018年增长0.8%。山东去年地方一般公共预算收入6527亿元，同比增长约0.65%。青岛去年财政收入增速仅0.8%。 辽宁省去年地方一般公共预算收入完成2652亿元，同比增长仅1.4%。甘肃财政收入更是出现了下滑。2019年甘肃全省一般公共预算收入850.2亿元，同比下滑2.4% 深圳每平方公里财政收入在全国大中城市中居前列。2019年深圳地方一般公共预算收入为3773.2亿元，增长6.5%。这一增速略高于去年，不过仔细看最为核心的税收收入会发现，2019年深圳税收收入同比增长5.7%，相比2018年（9.2%）也有明显下滑。 与年初预算相比，不少地方全年未达到收入预期，不少地方根据实际收入情况，年中之后调整了预算收入目标。 以山东为例，山东去年年初预计全年一般公共预算收入目标为5%，最终实际增速不足1%。不过去年11月底山东省对省级预算进行过调整。 为何地方财政收入增长低迷，这除了与经济增速放缓有关外，最重要的因素就是大规模减税降费。此前也有地方官员告诉第一财经记者，各省在年初确定预算收入目标时，没有想到国家在3月出台力度如此之大的减税降费政策，地方财政收入也因此难以达到年初预期目标，不少地方对收入目标进行下调。 去年我国实施了力度空前的减税降费政策，预计全年减税降费规模超过2.3万亿元，受此影响各地财政收入受冲击较大。 根据各地官方数据，上海预计前11个月减税降费规模1609.7亿元。山东前10个月减税降费1318亿元。深圳预计2019年减税降费超过1100亿元。辽宁全省去年全年减税降费近700亿元。 如果不考虑大规模减税降费带来的政策性减收影响，地方财政收入形势将有明显好转，达到预期目标。 比如，辽宁省财政厅称，2019年扣除减税降费因素，该省地方一般公共预算收入实际增长11.9%，实现了预期目标。考虑政策性减收影响，甘肃去年收入同口径增长5.2%，也符合当地预期目标。 尽管大规模减税降费对地方财政收入冲击较大，但记者实地采访发现，不少企业税费负担明显减轻。 财税部门测算，去年大规模减税降费拉动当年GDP（国内生产总值）增长0.8个百分点，拉动固定资产投资增长0.5个百分点，拉动社会消费品零售总额增长1.1个百分点。当前经济运行处于合理区间，延续了总体平稳、稳中有进的发展态势，减税降费政策发挥了重要作用。 中央经济工作会议要求，2020年要落实减税降费政策。巩固和拓展减税降费成效。 中国政法大学施正文教授对第一财经分析，今年减税降费核心是以效果为目标，以问题为导向，进一步细化政策解决政策实操中不明确地方，进一步完善政策来提高减税降费效果，使得减税降费更加精准、科学和有效。下一步减税降费政策在完善方面可能还会有新动作。,张义凌 ,第一财经网,4186,2020年01月05日 14:55,1578289102.2542005
国家统计局：今年全面实施地区生产总值统一核算,原标题：国家统计局：今年全面实施地区生产总值统一核算 全国统计工作会议今日（1月5日）在京召开，会议对2020年统计工作重点任务作出部署： 一、全面实施地区生产总值统一核算，健全工作机制，完善核算方法，夯实基础数据。 二、认真开展第七次全国人口普查和国家脱贫攻坚普查，完善普查方案，组建普查机构，落实普查经费物资，组织好现场登记等各项工作。 三、深度开发利用第四次全国经济普查成果，推进四经普数据发布共享，组织对普查资料进行多层次、全方位的研究分析。 四、扎实推进统计监测与分析研究，强化月度、季度、年度宏观指标和先行指标监测，深入开展专题研究，为党中央、国务院科学决策和宏观调控提供优质统计服务。 五、持续完善高质量发展统计体系，进一步完善“三新”统计监测，建立健全农业、制造业、服务业高质量发展统计监测制度，扎实开展区域发展战略监测。 六、深化重点领域统计改革，扎实推进农业农村、服务业、消费、投资、科技等领域统计制度方法改革，强化统计方法整体设计。 七、着力发挥统计监督职能作用，认真开展2020年统计督察工作，严肃查处统计造假、弄虚作假。 八、加快推动大数据等新技术应用和新要素度量，积极探索大数据在普查、常规统计调查中的创新应用，加快推进统计云应用平台建设，认真开展数据生产要素统计和核算研究。 九、深入做好完善统计体制和对外开放工作，着力夯实统计基层基础，积极推进部门间统计数据共享，大力开展国际统计交流合作。,刘光博 ,央视,0,2020年01月05日 14:52,1578289123.4464128
连续25年福建第一 这地级市要迈入GDP万亿俱乐部,原标题：连续25年福建第一！这个地级市要迈入GDP万亿俱乐部 不是福建省会福州，也不是计划单列市、副省级城市厦门，而只是一个普通地级市的泉州，今年有望成为福建首个GDP万亿俱乐部城市。 泉州市官方最新公布的数据显示，2019年，全市生产总值预计增长8%左右，跨过9000亿元大关，全市外贸出口逆势增长20%……2020年全市生产总值预期增长7%~7.5%，朝着“万亿元俱乐部”迈进。 泉州很可能成为中国第十八个迈入万亿俱乐部的城市。目前GDP万亿俱乐部城市已有17个，其中，包括京沪津渝四大直辖市、以及广州、成都、武汉、南京、杭州、郑州、长沙7个省会城市，深圳、青岛、宁波3个计划单列市，以及苏州、无锡、佛山这3个普通地级市。泉州将是继这3个普通地级市的第四个万亿俱乐部中的普通地级市成员。 泉州成为福建首个GDP万亿城市，仰赖的是坚实的实体经济、民营经济。泉州是福建著名侨乡，也是福建民营经济最为发达的地区，1994年泉州经济总量跃居福建第一后，连续25年领跑，辖下的晋江诞生了著名的“晋江模式”，涌现了安踏、361°、特步等一系列知名运动品牌。 “心无旁骛做实业是泉州人的本分，也是泉州迈向万亿GDP的基础。”2020年的泉州市政府工作报告中说。 福建省政府发展研究中心原副主任王开明对第一财经分析，泉州的民营经济、实体经济十分突出，包括纺织鞋帽、食品等传统轻工业近几年加大优化升级，比如对工业机器人的使用、数字经济服务产业升级等方面都做得不错。在新兴产业方面，信息产业、光电产业这两年也较为突出。 厦门大学经济学系副教授丁长发对第一财经分析，作为制造业大市，泉州近年来转型升级成效明显，尤其是在纺织服装等产业的品牌化、高附加值化等方面做得不错。 不过，丁长发认为，目前泉州产业转型升级还有很大的提升空间。尤其是产业的高科技化方面还有很多短板。这其中，人才是最大的短板。产业转型升级需要人才，但泉州在人才的吸引力、引进方面还是不够。 数据显示，2019年泉州全市高新技术企业数量达508家，比上一年增长30.3%。但与珠三角、长三角的同类型城市相比，差距十分明显。比如同期东莞已有5798家，佛山超3900家，中山超2300家，常州1400多家，南通也超过了1300家。 丁长发说，泉州未来的转型升级，必须仰赖现有的实体产业基础。泉州有雄厚的产业基础，有土地、房价较低等方面的优势，但关键还是要将这些比较优势转化为竞争优势。 他说，未来泉州仍然需要改善营商环境，提升政府公共服务水平；充分利用泉州民间资本发达的优势，解决中小企业融资贵融资难等问题；通过各种举措，大力吸引人才过来。转型升级不是一蹴而就，需要至少一二十年的时间。 泉州市政府工作报告指出，2020年，泉州将深化建链强链补链工程，实施140个制造业项目、总投资2256亿元，力争投产30个以上；围绕纺织服装、鞋业、建材家居等优势产业，扶持龙头企业改造提升，培育认定产业龙头300家以上 在创新驱动方面，今年泉州持续推进国家自主创新示范区建设，启动建设“泉州科学城”，支持中科院海上丝绸之路时间中心建设大科学装置、时空大数据产业园，开工建设中科院大学智能制造学院，新引进产业发展急需的本科人才1万人以上。 王开明说，未来泉州还是要按照高质量发展的要求，加快创新驱动，促进传统产业的转型升级，加快新兴产业的发展。,刘光博 ,第一财经网,671,2020年01月05日 14:47,1578289144.6886277
未来三天有较强雨雪 这些地区降雪量或达同期极值,原标题：未来三天较强雨雪逐渐铺展 这些地区降雪量或达历史同期极值 央视网消息：从昨天（4日）开始，新一轮雨雪天气自西向东逐渐发展，未来三天将会覆盖西南地区、西北地区东部、华北、黄淮、江淮等地，影响范围广、持续时间长、雨雪强度大，中央气象台继续发布暴雪蓝色预警。 气象监测显示，昨天青海、陕西、甘肃、宁夏、山西、河南等地部分地区已经出现雨雪天气，未来三天雨雪范围继续扩展、强度增强，中央气象台继续发布暴雪蓝色预警。具体来看，今天到明天白天，陕西南部和东北部、内蒙古中部偏南、山西中北部、河北西部和南部、河南北部、北京西部、天津以及西藏东南部、川西高原西南部、云南西北部等地部分地区有中到大雪，其中西藏东南部、云南西北部局地有暴雪；上述地区新增积雪深度将有2~6厘米，局地12厘米以上。 预计明天夜间开始，降雪区域将南压，陕西中北部、山西南部、山东中西部、河南西部等地的部分地区有大雪或暴雪，山东南部、河南南部、苏皖北部、湖北及四川盆地东部等地有中到大雨。 中央气象台首席预报员陈涛：“这次过程是到7号以后将会比较明显地减弱，8号这次降水过程基本上是趋于结束。由于整个时间比较长，而且过程的累积量将会比较大，像河南、山东、陕西的部分地区，它的降雪量有可能是接近或者达到历史同期的极值，由于雨雪比较集中，要密切注意到这种极端性的天气给当地带来的不利影响。”,刘德宾 SN222,央视,1932,2020年01月05日 14:44,1578289165.902841
统计局谈今年重点工作：严查统计造假弄虚作假,原标题：统计局谈今年重点工作：严查统计造假、弄虚作假 中新经纬客户端1月5日电 据国家统计局网站消息，全国统计工作会议5日召开。部署2020年统计工作重点任务时，会议明确，着力发挥统计监督职能作用，认真开展统计督察工作，严肃查处统计造假、弄虚作假。 会议指出，2019年是统计调查系统真抓实干、开拓创新的一年。高质量完成第四次全国经济普查，各类普查调查取得新成绩。精心组织首轮统计督察，防范和惩治统计造假弄虚作假实现新突破。稳妥推进地区生产总值统一核算改革，重点领域统计改革取得新进展。大力加强各项统计基础工作，统计生产效能得到新提高。不断加强和规范部门统计，部门统计工作再上新台阶。 会议同时对2020年统计工作重点任务作出部署，提出全面实施地区生产总值统一核算，健全工作机制，完善核算方法，夯实基础数据；认真开展第七次全国人口普查和国家脱贫攻坚普查，完善普查方案，组建普查机构，落实普查经费物资，组织好现场登记等各项工作。 同时，深度开发利用第四次全国经济普查成果，推进四经普数据发布共享，组织对普查资料进行多层次、全方位的研究分析；扎实推进统计监测与分析研究，强化月度、季度、年度宏观指标和先行指标监测，深入开展专题研究，为党中央、国务院科学决策和宏观调控提供优质统计服务。 会议还强调，2020年持续完善高质量发展统计体系，进一步完善“三新”统计监测，建立健全农业、制造业、服务业高质量发展统计监测制度，扎实开展区域发展战略监测。深化重点领域统计改革，扎实推进农业农村、服务业、消费、投资、科技等领域统计制度方法改革，强化统计方法整体设计。 还要着力发挥统计监督职能作用，认真开展2020年统计督察工作，严肃查处统计造假、弄虚作假。加快推动大数据等新技术应用和新要素度量，积极探索大数据在普查、常规统计调查中的创新应用，加快推进统计云应用平台建设，认真开展数据生产要素统计和核算研究。深入做好完善统计体制和对外开放工作，着力夯实统计基层基础，积极推进部门间统计数据共享，大力开展国际统计交流合作。（中新经纬APP）,刘光博 ,中新经纬,39,2020年01月05日 14:23,1578289187.0950532
在中国企业帮助下 这个国家有一半地区通电了,原标题：基建狂魔！中国企业帮助下，这个国家有一半地区通电了！ 缅甸电力与能源部及各省邦电力局近日隆重举行实现全国50%供电的庆祝活动。 缅甸电力与能源部长吴温凯表示，最近3年里，缅甸电力部一直在以每年12%的速度增加供电量，不仅城市、乡村，甚至一些偏远地区已经能够通电。 《环球时报》记者近日重返缅甸中部城市实皆省瑞博市，两年前这里用电还得不到完全保障，现在在中企帮助下，整个城市的夜晚都亮了起来。 在市中心的“胜利酒店”，记者看到大厅里整齐地摆着12台崭新电视准备安装。酒店老板吴芒芒得知记者来自中国，热情地向记者介绍情况说：“酒店开业有4年，因为现在用电有了保障，每个房间都有电视、冰箱、空调。以前瑞博经常停电、跳闸，但现在电力充足而且稳定，以前必备的发电机我都忘记在哪了。” 实皆大米是缅甸最好的，现在有了电，不少人开始从事大米加工行业。在瑞博工业园内一家碾米厂内，十米高的大型碾米机轰鸣着。老板盛孟告诉记者，“以前电力不足，只能在晚上10点以后启动碾米机。现在电力充足而且稳定。我们的大米现在还出口到美国，效益非常好！” 让瑞博发生巨大改变的，是由国家电网中国电力技术装备有限公司（以下简称“中电装备”）建设的缅甸北克钦邦与230千伏主干网连通工程。这一缅甸国家骨干输电项目包括新建两条总长约300公里的230千伏输电线路和两座230千伏变电站。2019年11月建成投运，可满足500万缅甸家庭用电需求。 在中电装备公司新建的瑞博变电站里，记者看到，一排排高压构支架及电气设备整齐矗立，银白色的架构与导线在阳光下闪闪发光，主变压器发出低沉的嗡鸣正在平稳运行，230千伏的高压电将在这里转换为33千伏的低压电，再进入城市配电网，为整个瑞博市和周边的村庄提供充足稳定的电力。 在变电站的主控室，缅甸电力与能源部的技术人员在观察记录数据。副站长内瑞告诉记者：“设备运行状况良好，各系统操作安全可靠，非常的现代化，只需用鼠标就可以随时查看各个设备运行参数，同时在电脑界面上通过测控柜实现对全站设备的全面操作控制。” 项目业主代表工程师拉昂，主要参与缅甸输变电项目工程的建设。他说：“瑞博变电站是缅甸高水平的现代化变电站，它彻底解决了瑞博地区工商农业的用电问题。缅甸正在努力实现2030年全国通电的目标，从而让每一个缅甸人都能够用上电，有了中国企业帮助，我们更有信心。” 加强电力合作是中缅共建“一带一路”的重要课题。在实皆、曼德勒、仰光、皎漂、密支那，从北到南都能看到中国建设者与缅甸人民共同发展电力的身影。 近年来缅甸经济发展提速，在各地采访时，记者真切感受到当地日新月异的变化。正如缅甸国务资政昂山素季所说，缅甸经济要发展，民生要改善，首先应发展电力产业。截至2019年12月，缅甸全国1088万户家庭中，共有545万户家庭用上国家主干网的供电，实现全国50%家庭供电。目前，缅甸的电力需求正以每年约15%-19%的速度增长。在未来20年，缅甸年均经济增长率将保持7%-8%，有望成为亚洲发展速度最快的经济体之一。▲,刘光博 ,环球时报,4944,2020年01月05日 13:13,1578289208.3312678
武磊攻破巴萨球门创中国足球历史 5万A股股东激动,原标题：创造中国足球历史！武磊今晨攻破巴萨球门，这5万A股股东激动了。。。 来源：每日经济新闻 北京时间1月5日，西班牙人队对巴萨的德比大战，比赛进行到第88分钟。。。 在球队落后的局面下替补登场的武磊一脚劲射，攻破了巴萨球门，扳平了比分！ 这个改变了比赛结果的进球，也是中国球员历史上第一次攻破巴萨球门！这一消息轰动了世界体坛！ 西甲和西班牙人队的官方账号用包括中文在内的语言恭贺武磊创造历史。 包括巴萨球迷在内的中国球迷们纷纷留言，表达了见证历史的激动心情。 阿根廷《奥莱报》头版标题写道：曾和梅西合影的中国男孩让梅西尝到苦头！ 不过，除了球迷激动之外，A股上市公司星辉娱乐（300043.SZ）的5万名股东也难掩惊喜的心情，也在股票社区刷起了足球新闻。。 。武磊目前效力的西班牙人队是这家上市公司的孙公司。 自从一年前武磊登陆西甲之后，星辉娱乐这家以玩具制造起家，后来涉足游戏、影视的公司就彻底变成了“武磊概念股”。 过去一年来该股表现证明，每当武磊收获关键进球，带领球队取得好成绩的时候，股价总会随之上涨一波。。。 也难怪武磊攻破巴萨球门的壮举，让这5万多名股东和球迷们一起“同喜”了。 武磊能否带来“姚明”效应？ 在姚明加入NBA之后，NBA联盟和火箭队曾经迅速打开中国体育市场，在收获球迷的同时也获得了巨额增长的商业利益。而随着国内体育产业崛起以及西甲联赛在中国的品牌影响力日益增强，星辉娱乐这样的公司也跨界进入体育领域，控股西班牙人俱乐部。 武磊在西甲的表现牵动人心，同时也多次给星辉娱乐的股价带来刺激提升。 2019年1月28日下午，上海上港集团足球俱乐部宣布，与皇家西班牙人足球俱乐部达成一致，球队前锋、国脚武磊将以转会的方式登陆西甲。 当天，星辉娱乐报收每股3.63元，大涨8.36%，市值迅速增加3.5亿元，达到45.16亿元。 西班牙人俱乐部在公告中称，“出于对俱乐部体育计划的认可和对俱乐部控股方星辉娱乐的信任，球员最终选择了西班牙人。” 2019年3月2日，武磊攻进西甲赛场处子球，带来球队击败巴拉多利德，这也是中国球员十多年来的欧洲五大联赛首粒进球。当时西班牙人队在中国已经有了4000万粉丝。据阿根廷媒体统计武磊处子球占据的版面和影响力，是梅西同期进球的14倍。 3月6日，星辉娱乐收获两连板，3月7日早盘，星辉娱乐高开高走，持续拉升盘中一度涨停。在武磊处子球后短短四个交易日内，星辉娱乐股价涨幅一度超过34%，市值超过70亿元。 也就是说，武磊的一个进球价值超过18亿元。从武磊加盟开始，短短两个月时间内，星辉娱乐股价翻了一倍，市值暴涨41.31亿元！ 5月18日，西甲末轮比赛中，西班牙人队主场2：0战胜皇家社会队，成功获得下赛季欧联杯资格赛资格。武磊在比赛中打入一球，锁定胜局。 “武磊效应是眼球经济和注意力经济的成功，和当年姚明在NBA有相似性。” 北京大学中国体育产业研究中心执行主任何文义表示，武磊助球队打入欧罗巴联赛资格赛，这对背后运营方肯定会有正面影响。这可以对比当年NBA的火箭队，因为有了姚明，中央电视台的收视率上升，广告增值，“眼球经济是一个产业链，这是经济规律，它可以带动后面的球衣、收视率及其他衍生产品。” 据西班牙《每日体育报》《阿斯报》等媒体的报道，超过3.5亿人对武磊登陆西甲的新闻进行浏览和关注。武磊西甲首秀吸引了超过4000万球迷观看，而西班牙总人口不过4600万。赛场外，“武磊西甲首球”在百度上被搜索了1100万次；武磊的球衣两周内热卖5000件，并且一度断货。 足球已成公司第二大收入板块 星辉娱乐成立于1996年，前身为澄海市星辉塑胶实业。2010年，星辉车模在深交所创业板挂牌上市，成为粤东首家创业板上市公司，靠着车模的研发、生产和销售发家，其产品除了销往国内之外，还销往海外市场。公司目前拥有全球许多著名汽车品牌的授权包括宝马、法拉利、路虎，兰博基尼等30多个品牌。 2015年11月，星辉娱乐注资6000多万欧元收购皇家西班牙人俱乐部，布局体育产业，成为首个控股欧洲五大顶级联赛足球俱乐部的A股上市公司。2016年其对皇家西班牙人俱乐部的控股权超99%。与此同时，星辉娱乐又收购移动游戏社交娱乐服务提供商广州趣丸。 目前，星辉娱乐的主要业务包括玩具业务、游戏业务、足球俱乐部业务三大版块。 虽然在近几年星辉娱乐的股价长期下挫，业绩表现平平，但在经营西班牙人俱乐部的业务上，星辉娱乐还是“渐入佳境”。 2016年公司的足球俱乐部业务实现营收4.81亿元，净利润为3109万元。2017年足球营收5.97亿元，净利润690万元。2018年，营收达8.62亿元，同比增长44.41%，实现净利润1.04 亿元。球队收入持续多元化发展，足球俱乐部业务来自电视转播权收入为 4.35亿元，来自赞助及广告、票务会员、球员转会、足球衍生品等方面的收入为4.27亿元。 而且在2018年星辉娱乐来自球员转会的营收达2.6亿元，虽然只占总营收的9.21%，但高达93.44%的毛利率，是公司各产品线之冠。以青训著称的西班牙人队靠出售球星收获了巨大的利润。 2019年8月14日星辉娱乐早间公告，公司控股孙公司皇家西班牙人足球俱乐部，拟以2814万欧元的球员估值，将球员伊格莱西亚斯转会至皇家贝蒂斯足球俱乐部。此次交易完成后，直接贡献公司税后净利润约1485.76万欧元（折合人民币1.17亿元）。 这则消息不仅让中国球迷为武磊首发机会增加感到开心，也让资本市场看到了机会，当天星辉娱乐开盘立即涨停。 近几年来，西班牙人俱乐部的业绩持续走高，目前已经超越公司原有的玩具业务成为第二大营收来源。随着“武磊效应”的发酵，足球板块在未来也预计将占据公司业务中更重要的地位。,刘光博 ,新浪新闻综合,298,2020年01月05日 13:06,1578289229.6244857
